time,freemem@tsung_controller@ip-172-31-22-225 
0,3513.30078125 
10,3514.4453125 
20,3511.28125 
30,3505.97265625 
40,3502.62109375 
50,3.5e3 
60,3489.75390625 
70,3483.9609375 
80,3464.390625 
90,3459.1640625 
100,3456.15234375 
110,3440.36328125 
120,3424.4765625 
130,3406.140625 
140,3386.96484375 
150,3354.26171875 
160,3320.90234375 
170,3298.2109375 
180,3275.8359375 
190,3227.4609375 
200,3221.23828125 
210,3217.5546875 
220,3215.94921875 
230,3213.55859375 
240,3213.421875 
250,3212.09375 
260,3212.21484375 
270,3297.7890625 
280,3327.12890625 
287,3360.15625 
