time,size_sent,size_rcv 
0,17.55078125,50.08984375 
10,85.1125,319.0953125 
20,181.34609375,968.32890625 
30,325.3828125,1716.871875 
40,530.825,3071.08671875 
50,788.8296875,4482.95703125 
60,1055.66171875,6427.19921875 
70,1317.1890625,7639.96015625 
80,1570.18671875,9252.48359375 
90,1894.25625,10397.1828125 
100,2544.8953125,12206.575 
110,3394.46875,14227.115625 
120,4337.63125,16628.78828125 
130,5316.01875,19796.55703125 
140,6342.82578125,23258.41953125 
150,7292.9078125,26668.6546875 
160,8167.7125,29845.103125 
170,8991.48203125,33218.40078125 
180,9753.48984375,36705.4546875 
190,10436.7453125,40356.521875 
200,11009.42890625,43754.81171875 
210,11449.69140625,47612.44375 
220,11871.57421875,51246.3953125 
230,12067.1359375,53020.69140625 
240,12118.86875,53574.30234375 
246,12127.5796875,53640.6921875 
